YKL043W,YHR084W,1
YPL049C,YHR084W,1
YIL131C,YHR084W,1
YDR043C,YBR150C,1
YPL202C,YGL071W,1
YBR049C,YLR223C,1
YHR084W,YPL048W,1
YKL062W,YPR065W,1
YHR206W,YPR065W,1
YOR028C,YPR065W,1
YDR259C,YPR065W,1
YMR016C,YKL043W,1
YOR028C,YKL043W,1
YER111C,YKL043W,1
YIL101C,YKL043W,1
YKL032C,YKL043W,1
YDR259C,YKL043W,1
YJR060W,YIR018W,1
YLR131C,YJR147W,1
YJR060W,YJR147W,1
YOR028C,YJR147W,1
YEL009C,YJR147W,1
YDR259C,YJR147W,1
YPR104C,YJR147W,1
YKL043W,YER045C,1
YMR016C,YER045C,1
YNL314W,YER045C,1
YGL162W,YER045C,1
YOR028C,YER045C,1
YDL106C,YER045C,1
YDR259C,YER045C,1
YHR206W,YDR043C,1
YKL112W,YJL176C,1
YGL071W,YGL181W,1
YBR049C,YGL181W,1
YPL202C,YGL181W,1
YKL112W,YHR090C,1
YIL101C,YBR182C,1
YMR043W,YIL122W,1
YPL089C,YIL122W,1
YKL185W,YIL122W,1
YDR259C,YIL122W,1
YPR065W,YPR013C,1
YKL043W,YPR013C,1
YMR016C,YPR013C,1
YNL167C,YPR013C,1
YHR206W,YPR013C,1
YOR028C,YPR013C,1
YER111C,YPR013C,1
YDR259C,YPR013C,1
YOL108C,YPR013C,1
YJR060W,YBR049C,1
YDL020C,YBR049C,1
YKL043W,YPL016W,1
YDR207C,YPL016W,1
YNL216W,YPL016W,1
YOR028C,YLL054C,1
YGL071W,YMR016C,1
YKL043W,YMR016C,1
YNL167C,YMR016C,1
YHR206W,YMR016C,1
YGL162W,YMR016C,1
YER111C,YMR016C,1
YLR182W,YMR016C,1
YDR259C,YMR016C,1
YGL181W,YNL167C,1
YHR084W,YBR066C,1
YDR043C,YBR066C,1
YHR206W,YBR066C,1
YHR084W,YMR136W,1
YPR065W,YMR136W,1
YKL043W,YMR136W,1
YDR043C,YMR136W,1
YMR016C,YMR136W,1
YHR206W,YMR136W,1
YGL162W,YMR136W,1
YER111C,YMR136W,1
YLR182W,YMR136W,1
YBR083W,YMR136W,1
YEL009C,YMR136W,1
YHR206W,YPR009W,1
YER111C,YPR009W,1
YJR060W,YJL168C,1
YOL108C,YJL168C,1
YDR043C,YLR013W,1
YBR049C,YGL237C,1
YJR060W,YIR017C,1
YHR084W,YIL036W,1
YPL049C,YIL036W,1
YKL043W,YDR451C,1
YNL068C,YDR451C,1
YDL056W,YDR451C,1
YIL131C,YDR451C,1
YER111C,YDR451C,1
YOR372C,YDR451C,1
YLR182W,YDR451C,1
YMR042W,YDR451C,1
YKL185W,YDR451C,1
YKL043W,YKL062W,1
YMR016C,YKL062W,1
YHR206W,YKL062W,1
YGL162W,YKL062W,1
YMR037C,YKL062W,1
YKL112W,YIR023W,1
YDR259C,YIR023W,1
YKL112W,YPR018W,1
YPL049C,YLR453C,1
YJR060W,YOR298C-A,1
YGL073W,YOR298C-A,1
YLR182W,YLR055C,1
YDR207C,YOR290C,1
YPL049C,YNR054C,1
YNL068C,YLR399C,1
YIL131C,YLR399C,1
YNL216W,YLR399C,1
YDR207C,YJL089W,1
YNL216W,YJL089W,1
YKL062W,YOR229W,1
YPR104C,YDR448W,1
YHR084W,YDR310C,1
YLR098C,YDR310C,1
YHR084W,YPL049C,1
YOL028C,YER148W,1
YHR084W,YGL162W,1
YLR256W,YKL020C,1
YKL112W,YMR033W,1
YKL043W,YGR249W,1
YMR016C,YGR249W,1
YHR206W,YGR249W,1
YGL162W,YGR249W,1
YOR028C,YGR249W,1
YER111C,YGR249W,1
YIL101C,YGR249W,1
YMR037C,YGR249W,1
YDR259C,YGR249W,1
YBR049C,YGL151W,1
YNL068C,YIL131C,1
YEL009C,YBL103C,1
YKL043W,YOR028C,1
YJR060W,YER111C,1
YDL056W,YER111C,1
YMR043W,YER111C,1
YLR182W,YER111C,1
YDR207C,YER111C,1
YKL043W,YIL119C,1
YMR016C,YIL119C,1
YJR060W,YIL119C,1
YHR206W,YIL119C,1
YGL162W,YIL119C,1
YOR028C,YIL119C,1
YER040W,YIL119C,1
YBR083W,YIL119C,1
YMR070W,YIL119C,1
YKL032C,YIL119C,1
YDR423C,YBL008W,1
YDR043C,YOR140W,1
YLR131C,YOR140W,1
YOR372C,YOR140W,1
YGL013C,YOR140W,1
YDR146C,YOR140W,1
YNL199C,YOR140W,1
YGR044C,YOR140W,1
YDR043C,YOL028C,1
YKL043W,YDL048C,1
YFL021W,YML099C,1
