fnr,nikR,1
argP,dnaA,1
crp,tdcA,1
tdcR,tdcA,1
ihfB,tdcA,1
ihfA,tdcA,1
rutR,nemR,1
metJ,metR,1
gadE,rcsA,1
rcsB,rcsA,1
crp,araC,1
fis,marR,1
marA,marR,1
rob,marR,1
crp,fis,1
ihfB,fis,1
ihfA,fis,1
fis,crp,1
hipA,hipB,1
crp,glpR,1
crp,mtlR,1
fruR,mtlR,1
fnr,pdhR,1
pspF,pspB,1
ihfB,pspB,1
ihfA,pspB,1
arcA,betI,1
hipB,hipA,1
crp,dcuR,1
narL,dcuR,1
marR,marA,1
fis,marA,1
rob,marA,1
fis,osmE,1
crp,lsrR,1
fnr,fhlA,1
ihfB,fhlA,1
ihfA,fhlA,1
crp,rhaR,1
rhaS,rhaR,1
rcsA,flhD,1
lrhA,flhD,1
crp,flhD,1
hdfR,flhD,1
rcsB,flhD,1
hns,flhD,1
fis,hupB,1
crp,hupB,1
crp,chbR,1
nagC,chbR,1
cpxR,baeR,1
crp,malT,1
dgsA,malT,1
cpxR,csgD,1
rstA,csgD,1
ompR,csgD,1
crp,caiF,1
fnr,caiF,1
ascG,prpR,1
crp,prpR,1
crp,fucR,1
crp,melR,1
fis,hupA,1
crp,hupA,1
arcA,lldR,1
rutR,gadW,1
gadX,gadW,1
gadE,gadW,1
hns,gadW,1
phoP,treR,1
fnr,narL,1
modE,narL,1
cysB,cbl,1
lexA,rpoD,1
ompR,bolA,1
dnaA,rpoH,1
crp,rpoH,1
ihfB,rpoH,1
cytR,rpoH,1
ihfA,rpoH,1
fadR,iclR,1
phoP,rstA,1
marA,rob,1
yoeB,yefM,1
rcsA,flhC,1
lrhA,flhC,1
crp,flhC,1
hdfR,flhC,1
rcsB,flhC,1
hns,flhC,1
crp,rhaS,1
rhaR,rhaS,1
fur,fecI,1
fur,fecR,1
crp,yiaJ,1
ihfB,yiaJ,1
ihfA,yiaJ,1
gadW,gadX,1
rutR,gadX,1
gadE,gadX,1
hns,gadX,1
crp,gadE,1
evgA,gadE,1
gadW,gadE,1
gadX,gadE,1
ydeO,gadE,1
crp,nagC,1
allR,allS,1
ihfA,ihfB,1
crp,malI,1
evgA,ydeO,1
leuO,bglJ,1
hns,bglJ,1
crp,cytR,1
hns,leuO,1
cspA,hns,1
fis,hns,1
crp,ompR,1
ihfB,ompR,1
ihfA,ompR,1
relB,relE,1
fur,rcnR,1
yefM,yoeB,1
fis,glnG,1
crp,glnG,1
crp,fur,1
oxyR,fur,1
soxS,fur,1
pspF,pspC,1
ihfB,pspC,1
ihfA,pspC,1
soxR,soxS,1
crp,galS,1
crp,rpoS,1
arcA,rpoS,1
hns,appY,1
flhD,fliA,1
nsrR,fliA,1
flhC,fliA,1
lrp,stpA,1
hns,stpA,1
relE,relB,1
ihfB,ihfA,1
iscR,sufC,1
oxyR,sufC,1
ihfB,sufC,1
fur,sufC,1
ihfA,sufC,1
lrp,ilvE,1
ihfB,ilvE,1
ihfA,ilvE,1
crp,paaK,1
paaX,paaK,1
ihfB,paaK,1
ihfA,paaK,1
fnr,ccmA,1
narL,ccmA,1
narP,ccmA,1
modE,ccmA,1
flhD,flgF,1
flhC,flgF,1
argR,argD,1
cueR,copA,1
crp,yiaO,1
yiaJ,yiaO,1
ihfB,yiaO,1
ihfA,yiaO,1
dnaA,polA,1
modE,modB,1
fis,leuX,1
fur,entD,1
flhD,flhA,1
flhC,flhA,1
cusR,cusC,1
cysB,tauB,1
cbl,tauB,1
norR,norV,1
ihfB,norV,1
ihfA,norV,1
modE,modA,1
flhD,flgC,1
flhC,flgC,1
acrR,acrA,1
envR,acrA,1
rob,acrA,1
crp,ilvB,1
cpxR,mdtD,1
baeR,mdtD,1
crp,mtlD,1
fruR,mtlD,1
argR,argC,1
araC,araE,1
crp,araE,1
rcsA,wzb,1
rcsB,wzb,1
lexA,uvrB,1
lrhA,fimE,1
hns,fimE,1
cysB,cysA,1
cadC,cadA,1
ihfB,glnQ,1
glnG,glnQ,1
ihfA,glnQ,1
trpR,trpC,1
fis,nuoG,1
fnr,nuoG,1
ihfB,nuoG,1
arcA,nuoG,1
ihfA,nuoG,1
lexA,ftsK,1
crp,ulaD,1
ulaR,ulaD,1
ihfB,ulaD,1
ihfA,ulaD,1
crp,tnaC,1
torR,tnaC,1
cysB,hslJ,1
marA,purA,1
purR,purA,1
crp,gatZ,1
iclR,aceB,1
ihfB,aceB,1
fruR,aceB,1
ihfA,aceB,1
rcsA,wcaB,1
rcsB,wcaB,1
crp,lsrF,1
fnr,ydhT,1
narL,ydhT,1
narP,ydhT,1
fhlA,hypF,1
fruR,hypF,1
cpxR,acrD,1
baeR,acrD,1
phoB,phoE,1
trpR,aroL,1
tyrR,aroL,1
fis,rrfA,1
soxS,rimK,1
agaR,kbaY,1
cpxR,mdtB,1
baeR,mdtB,1
crp,xseA,1
modE,moaA,1
cpxR,ompF,1
lrp,ompF,1
ihfB,ompF,1
ompR,ompF,1
ihfA,ompF,1
lrp,lysU,1
cadC,cadB,1
cpxR,ftnB,1
rcnR,rcnA,1
fur,rcnA,1
lrp,livJ,1
purR,hflD,1
oxyR,ahpF,1
fnr,cydA,1
hns,cydA,1
fruR,cydA,1
arcA,cydA,1
phoP,phoQ,1
gadE,hdeD,1
hns,hdeD,1
gcvA,gcvT,1
lrp,gcvT,1
fnr,napB,1
iscR,napB,1
narL,napB,1
narP,napB,1
modE,napB,1
crp,fucU,1
fis,nuoH,1
fnr,nuoH,1
ihfB,nuoH,1
arcA,nuoH,1
ihfA,nuoH,1
nikR,nikC,1
fnr,nikC,1
crp,chbB,1
chbR,chbB,1
nagC,chbB,1
metR,metE,1
metJ,metE,1
crp,sdhC,1
arcA,sdhC,1
argR,hisP,1
oxyR,dsbG,1
fis,cysG,1
fnr,cysG,1
narL,cysG,1
narP,cysG,1
ihfB,cysG,1
hns,cysG,1
fruR,cysG,1
ihfA,cysG,1
iscR,sufS,1
oxyR,sufS,1
ihfB,sufS,1
fur,sufS,1
ihfA,sufS,1
xylR,xylF,1
fadR,uspA,1
fis,gyrA,1
argR,astA,1
glnG,astA,1
trpR,yaiA,1
tyrR,yaiA,1
marA,micF,1
rob,micF,1
lrp,micF,1
ihfB,micF,1
soxS,micF,1
ihfA,micF,1
crp,argG,1
argR,argG,1
fadR,fabA,1
fabR,fabA,1
argR,hisQ,1
cysB,cysM,1
rutR,fepB,1
fur,fepB,1
cysB,tauD,1
cbl,tauD,1
cpxR,motB,1
lexA,recX,1
nrdR,nrdH,1
fnr,sodA,1
ihfB,sodA,1
fur,sodA,1
soxS,sodA,1
arcA,sodA,1
ihfA,sodA,1
metR,glyA,1
purR,glyA,1
narL,dcuS,1
modE,moaC,1
fnr,hcp,1
narL,hcp,1
fnr,ynfE,1
narL,ynfE,1
fis,thrV,1
fis,nirD,1
fnr,nirD,1
narL,nirD,1
narP,nirD,1
ihfB,nirD,1
hns,nirD,1
fruR,nirD,1
ihfA,nirD,1
gntR,edd,1
fruR,edd,1
hns,proX,1
fis,acs,1
crp,acs,1
ihfB,acs,1
ihfA,acs,1
fis,leuW,1
ada,aidB,1
lrp,aidB,1
argR,hisJ,1
fis,rbfA,1
crp,rbfA,1
argR,rbfA,1
tdcA,tdcE,1
crp,tdcE,1
tdcR,tdcE,1
ihfB,tdcE,1
ihfA,tdcE,1
flhD,flhB,1
flhC,flhB,1
lexA,ruvB,1
nhaR,pgaB,1
fnr,ydhV,1
narL,ydhV,1
narP,ydhV,1
lexA,symE,1
lexA,dinI,1
cysB,cysU,1
dnaA,aldA,1
crp,aldA,1
arcA,aldA,1
malT,malS,1
purR,purH,1
crp,cyaR,1
crp,kbaZ,1
agaR,kbaZ,1
fadR,fabB,1
fabR,fabB,1
metR,metH,1
evgA,emrK,1
crp,sdhA,1
arcA,sdhA,1
crp,chbG,1
chbR,chbG,1
nagC,chbG,1
marA,nfsB,1
crp,dsdA,1
evgA,yegR,1
fis,dusB,1
crp,dusB,1
ihfB,dusB,1
ihfA,dusB,1
lrp,oppC,1
caiF,fixA,1
fis,thrU,1
cysB,cysW,1
hns,proV,1
ascG,htpG,1
lrp,ilvL,1
ihfB,ilvL,1
ihfA,ilvL,1
oxyR,uof,1
soxS,uof,1
ilvY,ilvC,1
tdcA,tdcD,1
crp,tdcD,1
tdcR,tdcD,1
ihfB,tdcD,1
ihfA,tdcD,1
crp,uxuB,1
uxuR,uxuB,1
tdcA,tdcF,1
crp,tdcF,1
tdcR,tdcF,1
ihfB,tdcF,1
ihfA,tdcF,1
fruR,icd,1
arcA,icd,1
crp,tnaB,1
torR,tnaB,1
arcA,betT,1
nikR,nikB,1
fnr,nikB,1
fis,rpsO,1
crp,rpsO,1
argR,rpsO,1
crp,malK,1
malT,malK,1
hns,yciG,1
rutR,rutF,1
crp,ppiA,1
cpxR,ppiA,1
cytR,ppiA,1
crp,gatY,1
crp,ilvN,1
soxS,pqiB,1
crp,gatD,1
cpxR,ppiD,1
cpxR,csgE,1
rstA,csgE,1
ompR,csgE,1
fur,entA,1
phoP,mgtA,1
nemR,nemA,1
rutR,nemA,1
fruR,eno,1
gadW,slp,1
gadX,slp,1
fis,chpA,1
crp,chpA,1
marA,yhiD,1
gadW,yhiD,1
gadX,yhiD,1
gadE,yhiD,1
hns,yhiD,1
crp,melB,1
melR,melB,1
hns,yjjP,1
lexA,rpsU,1
dcuR,dcuB,1
fhlA,fdhF,1
narL,fdhF,1
sdiA,ydiV,1
tyrR,tyrP,1
crp,cstA,1
nadR,nadB,1
lexA,ruvA,1
crp,mhpA,1
mhpR,mhpA,1
crp,ppdD,1
iscR,ydiU,1
nhaR,pgaD,1
crp,lacA,1
lacI,lacA,1
hns,lacA,1
lldR,lldP,1
arcA,lldP,1
dnaA,recF,1
argP,recF,1
evgA,frc,1
atoC,atoB,1
ihfB,atoB,1
ihfA,atoB,1
cpxR,baeS,1
baeR,baeS,1
atoC,atoD,1
ihfB,atoD,1
ihfA,atoD,1
purR,purL,1
oxyR,grxA,1
marA,fumC,1
rob,fumC,1
soxS,fumC,1
soxR,fumC,1
allS,allC,1
crp,hlyE,1
fnr,hlyE,1
hns,hlyE,1
slyA,hlyE,1
zur,znuA,1
argR,argA,1
acrR,acrB,1
envR,acrB,1
rob,acrB,1
